BEFORE,IAPF (Hz.),Theta peak frequency (Hz.),Alpha peak frequency (Hz.),Beta peak frequency (Hz.),Baseline Alpha Gravity (Alpha1 / Alpha2 Power),Alpha Gravity (Alpha1 / Alpha2 Power),Baseline Fatigue score (Alpha /Theta /Beta Power),Fatigue score (Alpha /Theta /Beta Power),Baseline Concentration index (Beta/ Alpha Power),Concentration Index (Beta/ Alpha Power),Baseline Relaxation index (Alpha /Beta Power),Relaxation index  (Alpha /Beta Power),Chill %,Stress %,Focus %,Anger %,Self-control %,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
,10.8999996185303,5.05805849583169,7.548439061537,17.7391138992309,0.320844113826752,0.16284383385174,19.5619926452637,11.5478346797742,0.208150878548622,0.324038805119751,10.1236362457275,4.03829601843766,27.8629847549811,82.1370167926075,41.6613058136731,27.4648212805027,42.1694456767261,,,,,,,,,,
,10.8999996185303,5.87035562151991,7.38570146373977,18.4460620024931,0.320844113826752,0.151914221283418,19.5619926452637,10.462229264432,0.208150878548622,0.246025800858584,10.1236362457275,4.19012275031108,26.7065949836719,83.2810435085079,31.0167912643458,33.6887011504679,42.9316649631419,,,,,,,,,,
,10.8999996185303,5.33056703932644,7.45871245431974,20.6010048817278,0.320844113826752,0.174690964422481,19.5619926452637,9.99913016129772,0.208150878548622,0.281588176087818,10.1236362457275,3.88777011850733,27.9562564319863,81.3567103569265,25.9314089591746,26.3895534413697,47.8473108873999,,,,,,,,,,
,10.8999996185303,5.01861390562166,7.3797512582893,19.2003408172095,0.320844113826752,0.193692534636217,19.5619926452637,12.1165012499589,0.208150878548622,0.296394327591037,10.1236362457275,3.66891458452616,15.2753011413845,94.7246992145101,36.193071325299,6.50143272805243,51.3602897446837,,,,,,,,,,
,10.8999996185303,4.92726497383429,7.36328454784455,16.4947674788497,0.320844113826752,0.238210477553004,19.5619926452637,7.90544834531809,0.208150878548622,0.75381478828676,10.1236362457275,2.96770629693872,21.8672292120088,82.7729329799249,38.172241663739,40.5635131401744,54.0217828021786,,,,,,,,,,
,10.8999996185303,4.92726497383429,7.36328454784455,16.4947674788497,0.320844113826752,0.238210477553004,19.5619926452637,7.90544834531809,0.208150878548622,0.75381478828676,10.1236362457275,2.96770629693872,21.8672292120088,82.7729329799249,38.172241663739,40.5635131401744,54.0217828021786,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID-014,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9.69999980926514,5.08108640295412,8.2469424331131,17.4318031381071,0.192738774299622,0.130153797435284,0.536178331375122,0.669945596006393,0.214842683792114,0.105677291209221,0.262101724624634,0.333327679166794,50.7324922312861,58.2684749105702,58.6188091443933,48.5955200858738,52.6518558999766,,,,,,,,,,
,9.69999980926514,4.94953563653152,8.67515691924631,21.3858042052184,1.0474933385849,1.16248498057711,2.91401267051697,1.41432474815101,1.16762328147888,2.26268816074604,1.4244658946991,0.699534446848831,35.1265614611431,57.6072124678726,82.7710315124117,69.6774639820975,34.6652355687904,,,,,,,,,,
